0,0
0.05,0
0.1,0
0.15,0
0.2,0
0.25,0
0.3,0
0.35,0
0.4,0
0.45,0
0.5,0
0.55,0
0.6,0
0.65,0
0.7,0
0.75,0
0.8,0
0.85,0
0.9,0
0.95,0
1,0
1.05,0
1.1,0
1.15,0
1.2,0
1.25,0
1.3,0
1.35,0
1.4,0
1.45,0
1.5,0
1.55,0
1.6,0
1.65,0
1.7,0
1.75,0
1.8,0
1.85,0
1.9,0
1.95,0
2,0
2.05,0
2.1,0
2.15,0
2.2,0
2.25,0
2.3,0
2.35,0
2.4,0
2.45,0
2.5,0
2.55,0
2.6,0
2.65,0
2.7,0
2.75,0
2.8,0
2.85,0
2.9,0
2.95,0
3,0
3.05,0
3.1,0
3.15,0
3.2,0
3.25,0
3.3,0
3.35,0
3.4,0
3.45,0
3.5,0
3.55,0
3.6,0
3.65,0
3.7,0
3.75,0
3.8,0
3.85,0
3.9,0
3.95,0
4,0
4.05,0
4.1,0
4.15,0
4.2,-0.0021326
4.25,-0.0034163
4.3,-0.0047717
4.35,-0.0054683
4.4,-0.0059228
4.45,-0.0056227
4.5,-0.0049946
4.55,-0.003746
4.6,-0.0023035
4.65,-0.00054252
4.7,0.0011335
4.75,0.0027643
4.8,0.0040128
4.85,0.0049185
4.9,0.0052521
4.95,0.0051147
5,0.0044019
5.05,0.0032991
5.1,0.0018083
5.15,0.00018047
5.2,-0.0015273
5.25,-0.0030472
5.3,-0.0043345
5.35,-0.0051604
5.4,-0.0055535
5.45,-0.005365
5.5,-0.0047299
5.55,-0.0035878
5.6,-0.0021761
5.65,-0.00049481
5.7,0.001154
5.75,0.0027643
5.8,0.0040261
5.85,0.0049874
5.9,0.0053839
5.95,0.0053624
6,0.0047345
6.05,0.0037593
6.1,0.0023214
6.15,0.0007689
6.2,-0.00097423
6.25,-0.0025216
6.3,-0.0039602
6.35,-0.0049271
6.4,-0.0055663
6.45,-0.0055901
6.5,-0.0052235
6.55,-0.0042804
6.6,-0.0030571
6.65,-0.0014653
6.7,0.00016958
6.75,0.0018668
6.8,0.0033338
6.85,0.0045603
6.9,0.0053488
6.95,0.0056933
7,0.0055347
7.05,0.0048871
7.1,0.0038396
7.15,0.002421
7.2,0.00084104
7.25,-0.00087756
7.3,-0.0024629
7.35,-0.0039215
7.4,-0.0049929
7.45,-0.0057257
7.5,-0.0059407
7.55,-0.0057215
7.6,-0.0050179
7.65,-0.0039242
7.7,-0.0025283
7.75,-0.00090755
7.8,0.0007477
7.85,0.0023941
7.9,0.0038102
7.95,0.0049848
8,0.005749
8.05,0.0061073
8.1,0.0060077
8.15,0.005456
8.2,0.0045299
8.25,0.0032424
8.3,0.0017535
8.35,0.00010767
8.4,-0.0015339
8.45,-0.003079
8.5,-0.0044293
8.55,-0.0054667
8.6,-0.0061665
8.65,-0.006444
8.7,-0.006315
8.75,-0.0057803
8.8,-0.0048701
8.85,-0.0036668
8.9,-0.0022226
8.95,-0.00064878
9,0.00096657
9.05,0.0025296
9.1,0.0039373
9.15,0.0051216
9.2,0.0060082
9.25,0.0065528
9.3,0.0067301
9.35,0.0065317
9.4,0.0059756
9.45,0.0050932
9.5,0.0039392
9.55,0.0025738
9.6,0.0010719
9.65,-0.00048412
9.7,-0.002023
9.75,-0.0034603
9.8,-0.0047272
9.85,-0.0057722
9.9,-0.0065357
9.95,-0.0069911
10,-0.0071261
10.05,-0.0069247
10.1,-0.0064099
10.15,-0.0056114
10.2,-0.0045543
10.25,-0.0032998
10.3,-0.001906
10.35,-0.00042132
10.4,0.0010785
10.45,0.0025284
10.5,0.0038815
10.55,0.0050725
10.6,0.0060508
10.65,0.0067915
10.7,0.0072587
10.75,0.0074306
10.8,0.0073141
10.85,0.0069113
10.9,0.0062318
10.95,0.0053131
11,0.0041907
11.05,0.0028998
11.1,0.0014963
11.15,3.5933e-05
11.2,-0.0014342
11.25,-0.0028566
11.3,-0.0041735
11.35,-0.0053419
11.4,-0.0063189
11.45,-0.0070632
11.5,-0.0075495
11.55,-0.0077614
11.6,-0.0076864
11.65,-0.0073263
11.7,-0.0066951
11.75,-0.0058128
11.8,-0.0047093
11.85,-0.0034252
11.9,-0.0020068
11.95,-0.00050525
12,0.0010238
12.05,0.0025225
12.1,0.0039328
12.15,0.0052004
12.2,0.0062746
12.25,0.0071091
12.3,0.0076681
12.35,0.0079265
12.4,0.0078667
12.45,0.0074856
12.5,0.0067955
12.55,0.0058165
12.6,0.0045832
12.65,0.0031465
12.7,0.001561
12.75,-0.00010878
12.8,-0.0017867
12.85,-0.0034008
12.9,-0.0048777
12.95,-0.0061415
13,-0.0071313
13.05,-0.0077941
13.1,-0.0080849
13.15,-0.0079844
13.2,-0.0074869
13.25,-0.006603
13.3,-0.0053734
13.35,-0.0038505
13.4,-0.0021057
13.45,-0.00023315
13.5,0.0016724
13.55,0.0035023
13.6,0.0051469
13.65,0.0065102
13.7,0.007497
13.75,0.0080395
13.8,0.0080922
13.85,0.0076329
13.9,0.0066822
13.95,0.0052826
14,0.0035168
14.05,0.0014951
14.1,-0.00065392
14.15,-0.0027762
14.2,-0.0047243
14.25,-0.006345
14.3,-0.0075104
14.35,-0.0081178
14.4,-0.0081018
14.45,-0.0074495
14.5,-0.0061898
14.55,-0.0044147
14.6,-0.0022523
14.65,0.00011823
14.7,0.0025019
14.75,0.0046834
14.8,0.0064644
14.85,0.0076669
14.9,0.0081654
14.95,0.0078911
15,0.0068519
15.05,0.0051279
15.1,0.0028759
15.15,0.00031006
15.2,-0.002309
15.25,-0.0047089
15.3,-0.0066234
15.35,-0.007835
15.4,-0.0081879
15.45,-0.0076265
15.5,-0.006188
15.55,-0.0040245
15.6,-0.0013699
15.65,0.0014641
15.7,0.0041395
15.75,0.0063208
15.8,0.007723
15.85,0.0081537
15.9,0.0075331
15.95,0.0059257
16,0.0035206
16.05,0.00062863
16.1,-0.0023663
16.15,-0.0050546
16.2,-0.007051
16.25,-0.008065
16.3,-0.0079308
16.35,-0.0066492
16.4,-0.0043909
16.45,-0.0014714
16.5,0.001678
16.55,0.0045847
16.6,0.0068012
16.65,0.0079706
16.7,0.0078988
16.75,0.0065795
16.8,0.0042049
16.85,0.0011476
16.9,-0.0021065
16.95,-0.0050268
17,-0.0071242
17.05,-0.0080435
17.1,-0.0076177
17.15,-0.0059037
17.2,-0.0031845
17.25,8.2623e-05
17.3,0.0033393
17.35,0.0060167
17.4,0.0076426
17.45,0.0079253
17.5,0.0068043
17.55,0.0044713
17.6,0.0013391
17.65,-0.0020347
17.7,-0.0050417
17.75,-0.007134
17.8,-0.0079283
17.85,-0.0072762
17.9,-0.0052931
17.95,-0.0023418
18,0.0010342
18.05,0.0042109
18.1,0.0065997
18.15,0.0077567
18.2,0.0074673
18.25,0.0057872
18.3,0.0030326
18.35,-0.00027965
18.4,-0.0035298
18.45,-0.0061094
18.5,-0.0075381
18.55,-0.0075552
18.6,-0.0061629
18.65,-0.0036271
18.7,-0.00042985
18.75,0.0028293
18.8,0.0055455
18.85,0.0072157
18.9,0.0075367
18.95,0.0064628
19,0.0042027
19.05,0.0011808
19.1,-0.0020378
19.15,-0.0048616
19.2,-0.0067828
19.25,-0.0074587
19.3,-0.0067788
19.35,-0.0048853
19.4,-0.0021308
19.45,0.00098406
19.5,0.0038955
19.55,0.0060911
19.6,0.0071965
